molecule_id,selectivity_status,selectivity_uncertainty,nAChR_subtype_evidence,alpha7_check,alpha4beta2_check,Level2_offtarget_proxy,note
REV-INFORMATION_GAIN-9428,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9429,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9430,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9431,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9432,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9433,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9434,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9435,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9436,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9437,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9438,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9439,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9440,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9441,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9442,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9443,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9444,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9445,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9446,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9447,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9448,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9449,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9450,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9451,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9452,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9453,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9454,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9455,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9456,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9457,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9458,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9459,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9460,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9461,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9462,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9463,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9464,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9465,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9466,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9467,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9468,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9469,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9470,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9471,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9472,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9473,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9474,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9475,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9476,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9477,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9478,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9479,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9480,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9481,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9482,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9483,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9484,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9485,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9486,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9487,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9488,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9489,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9490,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9491,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9492,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9493,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9494,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9495,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9496,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9497,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9498,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9499,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9500,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9501,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9502,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9503,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9504,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9505,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9506,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9507,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9508,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9509,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9510,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9511,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9512,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9513,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
REV-INFORMATION_GAIN-9514,UNKNOWN,HIGH,NOT_AVAILABLE,NOT_EVALUABLE,NOT_EVALUABLE,See systemic_toxicity screen (hERG/structure alerts),Experimental subtype selectivity (α9α10 vs α7 vs α4β2) has not been measured for these compounds. A candidate cannot be called selective without such data - priority is set aside for future electrophysiology.
