molecule_id,isomeric_SMILES,stereochemistry,parent_id,generation_mode,generation_objective,generation_model,generation_seed,experimental_parent,predicted_potency,potency_uncertainty,applicability_domain,novelty,synthetic_feasibility,cochlear_delivery,systemic_ADME,systemic_toxicity,local_cochlear_safety,selectivity,selectivity_uncertainty,information_gain,portfolio_tier,confidence,risk_flags,selection_rationale,experimental_status,created_at
REV-INFORMATION_GAIN-8365,N=C(N)SCC1CCOCC1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.13,0.3363,OUT_OF_DOMAIN,0.8654,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.13,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-7489,NC1(Cc2c(Br)ccc3[nH]ccc23)CC1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.195,0.3962,OUT_OF_DOMAIN,0.8939,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.195,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-DE_NOVO-3312,COCCNc1cnnc(NCC(C)(C)C)n1,UNDEFINED_OR_NA,,reinvent_de_novo,DIVERSE_NOVEL_CHEMOTYPE,REINVENT4,42,,0.15,0.3571,OUT_OF_DOMAIN,0.8772,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.15,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_de_novo; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-6670,CO[C@H]1[C@@H]2O[C@H](I)[C@@H]1OC(C)(C)O2,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.11,0.3129,OUT_OF_DOMAIN,0.7872,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,MODERATE,UNKNOWN,HIGH,0.11,EXCLUDE_OR_HOLD,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-30775,Nc1c(Br)nn2cnnc2c1N,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.23,0.4208,OUT_OF_DOMAIN,0.9464,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.23,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-28409,O=[B-]1OCc2ccc(C(F)(F)F)cc21,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.165,0.3712,OUT_OF_DOMAIN,0.8889,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.165,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-LOCAL_ANALOG-14651,COc1c(NS(C)(=O)=O)c(Cl)c(NC2CC2)c2c(C)nnnc12,UNDEFINED_OR_NA,,reinvent_local_analog,ASCORBATE_SERIES_ANALOG,REINVENT4,42,,0.125,0.3307,OUT_OF_DOMAIN,0.8824,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.125,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_local_analog; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-30808,O=C(O)[C@@H]1C[C@H]2CC[C@H]1N2,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.16,0.3666,OUT_OF_DOMAIN,0.9016,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.16,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-10027,OC(CNCc1ccc(-c2cccs2)[nH]1)c1ccc(F)cc1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.3,0.4583,OUT_OF_DOMAIN,0.8889,FAVORABLE,SYSTEMIC IV,MODERATE,HIGH,LOW,UNKNOWN,HIGH,0.3,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-28483,NN=N[C@@H]1CCCNC1,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.16,0.3666,OUT_OF_DOMAIN,0.9194,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,LOW,UNKNOWN,HIGH,0.16,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-28837,O=C(Nc1ccc(-c2ccn[nH]2)cc1)c1ccnc(-n2ccnc2)c1,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.285,0.4514,OUT_OF_DOMAIN,0.9067,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,MODERATE,LOW,LOW,UNKNOWN,HIGH,0.285,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-30644,CN(C)CCc1[nH]c2c3nc(N4CCN5COC[C@H]5C4)nc(c13)C=CC(=S)N2,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.115,0.319,OUT_OF_DOMAIN,0.9011,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.115,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-8270,C=N/C=N/C1C=CC=CC1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.265,0.4413,OUT_OF_DOMAIN,0.9138,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.265,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-26850,F[C@H]1C(F)(F)C(F)(F)OC1(C(F)(F)F)C(F)(Cl)Cl,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.14,0.347,OUT_OF_DOMAIN,0.8776,MODERATE,SYSTEMIC IV,MODERATE,HIGH,LOW,UNKNOWN,HIGH,0.14,EXCLUDE_OR_HOLD,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-LOCAL_ANALOG-14311,N#Cc1cc(C(F)F)nc(Cl)c1NN,UNDEFINED_OR_NA,,reinvent_local_analog,ASCORBATE_SERIES_ANALOG,REINVENT4,42,,0.315,0.4645,OUT_OF_DOMAIN,0.9242,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,LOW,UNKNOWN,HIGH,0.315,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_local_analog; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-8727,CCC(F)=C(F)I,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.2,0.4,OUT_OF_DOMAIN,0.9024,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.2,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-SCAFFOLD_HOPPING-20045,CN1C(=O)CC(N2C(=O)C(=O)N3CCCC32)C1=O,UNDEFINED_OR_NA,,reinvent_scaffold_hopping,SCAFFOLD_HOP,REINVENT4,42,,0.18,0.3842,OUT_OF_DOMAIN,0.8772,FAVORABLE,SYSTEMIC IV,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.18,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_scaffold_hopping; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-11135,Cc1cc2[nH]cc(/C=C(/C#N)c3csc(C)[n+]3C)c2cc1C,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.185,0.3883,OUT_OF_DOMAIN,0.9265,FAVORABLE,EXPERIMENTAL,MODERATE,MODERATE,LOW,UNKNOWN,HIGH,0.185,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-25947,CC#CC[C@H](C)[C@@H](O)C=C[C@@H]1[C@@H](CCCCCC)[C@H](O)C[C@H]1O,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.16,0.3666,OUT_OF_DOMAIN,0.8116,MODERATE,SYSTEMIC IV,HIGH,HIGH,LOW,UNKNOWN,HIGH,0.16,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-LOCAL_ANALOG-14509,Cc1noc(CO)c1-c1ccc(OC/C=C/C#CCO)cc1,UNDEFINED_OR_NA,,reinvent_local_analog,ASCORBATE_SERIES_ANALOG,REINVENT4,42,,0.18,0.3842,OUT_OF_DOMAIN,0.8406,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.18,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_local_analog; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-10130,CCNC(=O)Nc1nc(=O)n(CC)c2c1nc(CP(=O)(OCC)OCC)n2C,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.19,0.3923,OUT_OF_DOMAIN,0.8767,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.19,Tier2_mechanistically_informative,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-LOCAL_ANALOG-18869,N#CC(C#N)N1CC[C@H](C#N)C1,UNDEFINED_OR_NA,,reinvent_local_analog,ASCORBATE_SERIES_ANALOG,REINVENT4,42,,0.22,0.4142,OUT_OF_DOMAIN,0.8929,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.22,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_local_analog; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-8441,Cc1c(CN(Cc2ccoc2)Cc2ccco2)cnn1Cc1cccnc1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.19,0.3923,OUT_OF_DOMAIN,0.8675,FAVORABLE,EXPERIMENTAL,MODERATE,HIGH,LOW,UNKNOWN,HIGH,0.19,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-26481,COOC1=C(C)CCC=C1,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.16,0.3666,OUT_OF_DOMAIN,0.8776,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,LOW,UNKNOWN,HIGH,0.16,EXCLUDE_OR_HOLD,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-7291,C/C(=N\O)C1COC(Cc2nn[nH]n2)CN1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.17,0.3756,OUT_OF_DOMAIN,0.8548,MODERATE,SYSTEMIC IV,HIGH,HIGH,LOW,UNKNOWN,HIGH,0.17,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-SCAFFOLD_HOPPING-21793,O=S(=O)(Nc1ccccc1Br)c1cccc(-c2ccco2)c1,UNDEFINED_OR_NA,,reinvent_scaffold_hopping,SCAFFOLD_HOP,REINVENT4,42,,0.23,0.4208,OUT_OF_DOMAIN,0.8986,FAVORABLE,EXPERIMENTAL,MODERATE,HIGH,LOW,UNKNOWN,HIGH,0.23,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_scaffold_hopping; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-10605,c1cnc(C2NCCc3[nH]cnc32)cn1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.215,0.4108,OUT_OF_DOMAIN,0.9275,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.215,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-DE_NOVO-3472,CC1(C=NC2(C#N)CCCCCC2)C(=O)NC(=O)NC1=O,UNDEFINED_OR_NA,,reinvent_de_novo,DIVERSE_NOVEL_CHEMOTYPE,REINVENT4,42,,0.185,0.3883,OUT_OF_DOMAIN,0.8387,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.185,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_de_novo; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-6609,FCCCCC1COC2(CCNC2)C1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.095,0.2932,OUT_OF_DOMAIN,0.8696,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.095,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-INFORMATION_GAIN-8661,CS(=O)(=O)N1CC(=O)NC[C@]2(CCN(Cc3ccsc3)C2)C1,UNDEFINED_OR_NA,,reinvent_information_gain,INFORMATION_GAIN_PROBE,REINVENT4,42,,0.205,0.4037,OUT_OF_DOMAIN,0.875,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.205,Tier2_mechanistically_informative,LOW,OUT_OF_DOMAIN,generation=reinvent_information_gain; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier2_mechanistically_informative,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-25742,CCN(CC1(CC2(CN)COC2)CCC1)C(C)C,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.105,0.3066,OUT_OF_DOMAIN,0.8906,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.105,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-LOCAL_ANALOG-13504,O=C1S/C(=C/c2cc(I)c(OCc3ccc(Cl)cc3)c(I)c2)C(=O)N1Cc1cccc(Cl)c1,UNDEFINED_OR_NA,,reinvent_local_analog,ASCORBATE_SERIES_ANALOG,REINVENT4,42,,0.22,0.4142,OUT_OF_DOMAIN,0.8077,FAVORABLE,EXPERIMENTAL,LOW,HIGH,LOW,UNKNOWN,HIGH,0.22,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_local_analog; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-DE_NOVO-273,CCN(CC)CC1=CCC(O)C=C1C(C)(C)C,UNDEFINED_OR_NA,,reinvent_de_novo,DIVERSE_NOVEL_CHEMOTYPE,REINVENT4,42,,0.15,0.3571,OUT_OF_DOMAIN,0.8769,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.15,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_de_novo; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-25887,CCn1c(=C/C=C/C2=C(O)CCCC2)/c(=C\C=[N+](C)CCCCCCO)c2cc([N+](=O)[O-])ccc21,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.24,0.4271,OUT_OF_DOMAIN,0.8817,FAVORABLE,EXPERIMENTAL,MODERATE,HIGH,MODERATE,UNKNOWN,HIGH,0.24,EXCLUDE_OR_HOLD,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-SCAFFOLD_HOPPING-24074,O=S1(=O)CNC[C@H]2NCc3ccccc3C[C@H]21,UNDEFINED_OR_NA,,reinvent_scaffold_hopping,SCAFFOLD_HOP,REINVENT4,42,,0.265,0.4413,OUT_OF_DOMAIN,0.8657,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.265,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_scaffold_hopping; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-28742,COc1cc([C@@H](N)[C@@H](SSC(C)=O)c2cccc(C)c2)ccc1O,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.2,0.4,OUT_OF_DOMAIN,0.8235,FAVORABLE,EXPERIMENTAL,MODERATE,HIGH,LOW,UNKNOWN,HIGH,0.2,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-25759,[C-]#[N+]CCC(CC)NC,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.16,0.3666,OUT_OF_DOMAIN,0.9184,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.16,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-LOCAL_ANALOG-14587,Nc1c(NC(=O)CCO)c[n+]([O-])[nH]c1=O,UNDEFINED_OR_NA,,reinvent_local_analog,ASCORBATE_SERIES_ANALOG,REINVENT4,42,,0.26,0.4386,OUT_OF_DOMAIN,0.82,FAVORABLE,SYSTEMIC IV,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.26,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_local_analog; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-26420,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)\C=C\C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CO)C(C)(C)CC(=O)C1=O,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.155,0.3619,OUT_OF_DOMAIN,0.8481,MODERATE,EXPERIMENTAL,LOW,HIGH,LOW,UNKNOWN,HIGH,0.155,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-SCAFFOLD_HOPPING-20778,[N-]=[N+]=NC[C@@H](O)[C@H]1CO[C@@H](CC(=O)C(Cl)(Cl)Cl)[C@@H](O)C1,UNDEFINED_OR_NA,,reinvent_scaffold_hopping,SCAFFOLD_HOP,REINVENT4,42,,0.18,0.3842,OUT_OF_DOMAIN,0.8254,MODERATE,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,LOW,UNKNOWN,HIGH,0.18,EXCLUDE_OR_HOLD,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_scaffold_hopping; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-TAF_DISRUPTING-25971,CCSCCc1nc(CCCl)no1,UNDEFINED_OR_NA,,reinvent_taf_disrupting,ASCORBATE_SCAFFOLD_EXPLORATION,REINVENT4,42,,0.14,0.347,OUT_OF_DOMAIN,0.9123,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,LOW,UNKNOWN,HIGH,0.14,EXCLUDE_OR_HOLD,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_taf_disrupting; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-SCAFFOLD_HOPPING-19177,CC1C(CC2C(=O)C3C=C2CC(Cl)=CN3C)=NN=C(Cl)C1Cl,UNDEFINED_OR_NA,,reinvent_scaffold_hopping,SCAFFOLD_HOP,REINVENT4,42,,0.25,0.433,OUT_OF_DOMAIN,0.88,CHALLENGING,SYSTEMIC IV,MODERATE,HIGH,LOW,UNKNOWN,HIGH,0.25,EXCLUDE_OR_HOLD,LOW,STRUCTURAL_ALERT; OUT_OF_DOMAIN,generation=reinvent_scaffold_hopping; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-SCAFFOLD_HOPPING-18938,C=CCNC(C#N)(CC)CCOC(C)(C)C,UNDEFINED_OR_NA,,reinvent_scaffold_hopping,SCAFFOLD_HOP,REINVENT4,42,,0.13,0.3363,OUT_OF_DOMAIN,0.8906,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,LOW,UNKNOWN,HIGH,0.13,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_scaffold_hopping; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
REV-DE_NOVO-60,CCC(=O)OCC1=C(C(=O)OC)N2C(=O)C(NC(=O)/C(=N/OC(C)=O)OC)[C@H]2SC1,UNDEFINED_OR_NA,,reinvent_de_novo,DIVERSE_NOVEL_CHEMOTYPE,REINVENT4,42,,0.17,0.3756,OUT_OF_DOMAIN,0.8571,FAVORABLE,SYSTEMIC IV,HIGH,HIGH,LOW,UNKNOWN,HIGH,0.17,EXCLUDE_OR_HOLD,LOW,OUT_OF_DOMAIN,generation=reinvent_de_novo; AD=OUT_OF_DOMAIN; confidence=LOW; tier=EXCLUDE_OR_HOLD,untested,2026-09-15T01:50:10Z
REV-DE_NOVO-2855,CC(C)CN(CC(=O)N1CCCC[C@H]1C)[C@@H]1CCS(=O)(=O)C1,UNDEFINED_OR_NA,,reinvent_de_novo,DIVERSE_NOVEL_CHEMOTYPE,REINVENT4,42,,0.145,0.3521,OUT_OF_DOMAIN,0.8734,FAVORABLE,INTRATYMPANIC / ROUND-WINDOW,HIGH,LOW,LOW,UNKNOWN,HIGH,0.145,Tier3_exploratory,LOW,OUT_OF_DOMAIN,generation=reinvent_de_novo; AD=OUT_OF_DOMAIN; confidence=LOW; tier=Tier3_exploratory,untested,2026-09-15T01:50:10Z
