molecule_id,solubility_logS_esol_proxy,solubility_class,caco_permeability_proxy,plasma_protein_binding_proxy,lipophilicity_logP,metabolic_stability_proxy,oral_absorption_proxy,evidence_level,note
REV-DE_NOVO-0,-4.469,MODERATE,HIGH,MODERATE,3.83,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-943,-3.657,HIGH,HIGH,MODERATE,2.91,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-944,-3.385,HIGH,HIGH,MODERATE,3.08,LOW,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-945,-5.696,MODERATE,HIGH,HIGH,4.86,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-946,-4.514,MODERATE,MODERATE,MODERATE,3.26,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-947,-5.153,MODERATE,MODERATE,MODERATE,3.54,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-948,-6.627,LOW,HIGH,HIGH,5.92,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-949,-2.528,HIGH,HIGH,LOW,1.23,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-950,-5.704,MODERATE,MODERATE,HIGH,5.3,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-951,-4.548,MODERATE,HIGH,HIGH,4.11,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-952,-2.627,HIGH,HIGH,LOW,1.92,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-953,-3.906,HIGH,HIGH,MODERATE,3.25,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-954,-4.331,MODERATE,HIGH,MODERATE,3.25,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-955,-3.848,HIGH,HIGH,MODERATE,3.76,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-956,-2.523,HIGH,HIGH,LOW,1.49,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-957,-5.612,MODERATE,HIGH,HIGH,4.94,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-958,-4.665,MODERATE,HIGH,MODERATE,3.59,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-959,-5.238,MODERATE,HIGH,HIGH,4.37,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-960,-4.458,MODERATE,HIGH,HIGH,4.04,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-961,-3.183,HIGH,HIGH,MODERATE,2.72,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-962,-5.094,MODERATE,HIGH,HIGH,4.73,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-963,-2.784,HIGH,HIGH,LOW,1.22,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-964,-2.467,HIGH,HIGH,LOW,1.32,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-965,1.442,HIGH,MODERATE,LOW,-3.73,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-966,-3.9,HIGH,HIGH,MODERATE,3.05,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-967,-4.727,MODERATE,HIGH,MODERATE,3.83,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-968,-2.446,HIGH,HIGH,LOW,1.67,LOW,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-969,-5.384,MODERATE,MODERATE,HIGH,4.55,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-970,-1.074,HIGH,HIGH,LOW,-0.43,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-971,-4.45,MODERATE,HIGH,MODERATE,3.89,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-972,-4.517,MODERATE,HIGH,MODERATE,3.68,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-973,-2.559,HIGH,HIGH,LOW,2.01,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-974,-1.512,HIGH,HIGH,LOW,-0.19,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-975,-3.305,HIGH,HIGH,LOW,2.16,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-976,-4.212,MODERATE,MODERATE,MODERATE,3.34,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-977,-2.669,HIGH,MODERATE,LOW,1.03,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-978,-4.122,MODERATE,HIGH,MODERATE,3.02,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-979,-4.994,MODERATE,MODERATE,HIGH,4.33,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-980,-4.902,MODERATE,HIGH,MODERATE,3.58,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-981,-4.498,MODERATE,HIGH,MODERATE,3.97,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-982,-4.43,MODERATE,MODERATE,MODERATE,3.71,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-983,-5.151,MODERATE,HIGH,HIGH,4.72,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-984,-3.594,HIGH,HIGH,HIGH,4.37,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-985,-5.211,MODERATE,MODERATE,MODERATE,3.71,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-986,-0.862,HIGH,MODERATE,LOW,-0.81,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-987,-4.083,MODERATE,HIGH,MODERATE,3.35,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-988,-6.217,LOW,HIGH,HIGH,5.61,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-989,-3.058,HIGH,HIGH,MODERATE,2.79,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-990,-2.128,HIGH,LOW,LOW,-0.14,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-991,-4.794,MODERATE,HIGH,HIGH,4.39,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-992,-3.67,HIGH,MODERATE,LOW,1.99,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-993,-2.049,HIGH,HIGH,LOW,0.74,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-994,-3.798,HIGH,HIGH,MODERATE,3.25,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-995,-4.683,MODERATE,HIGH,MODERATE,3.94,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-996,-3.477,HIGH,HIGH,LOW,2.19,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-997,-3.062,HIGH,HIGH,LOW,2.39,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-998,-3.997,HIGH,HIGH,MODERATE,3.11,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-999,-3.216,HIGH,HIGH,MODERATE,3.08,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1000,-2.942,HIGH,HIGH,LOW,2.42,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1001,-4.109,MODERATE,HIGH,MODERATE,2.96,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1002,-4.6,MODERATE,MODERATE,MODERATE,3.8,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1003,-4.788,MODERATE,HIGH,HIGH,4.47,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1004,-0.198,HIGH,HIGH,LOW,-1.14,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1005,-3.924,HIGH,MODERATE,MODERATE,3.27,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1006,-8.52,LOW,HIGH,HIGH,7.78,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1007,-4.462,MODERATE,HIGH,MODERATE,3.59,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1008,-2.004,HIGH,HIGH,LOW,1.5,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1009,-3.748,HIGH,HIGH,LOW,2.43,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1010,-3.128,HIGH,HIGH,LOW,2.32,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1011,-5.744,MODERATE,MODERATE,HIGH,4.61,LOW,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1012,-2.84,HIGH,HIGH,MODERATE,2.51,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1013,-4.037,MODERATE,HIGH,MODERATE,3.56,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1014,-3.777,HIGH,HIGH,MODERATE,3.91,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1015,-4.933,MODERATE,HIGH,HIGH,4.18,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1016,-2.833,HIGH,HIGH,LOW,2.37,LOW,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1017,-3.457,HIGH,HIGH,LOW,2.13,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1018,-5.102,MODERATE,HIGH,HIGH,5.02,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1019,-3.477,HIGH,HIGH,MODERATE,3.07,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1020,-2.05,HIGH,MODERATE,LOW,0.37,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1021,-5.022,MODERATE,HIGH,HIGH,4.62,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1022,-0.778,HIGH,MODERATE,LOW,-1.4,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1023,-0.786,HIGH,MODERATE,LOW,-0.09,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1024,-5.041,MODERATE,HIGH,HIGH,4.27,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1025,-3.326,HIGH,HIGH,MODERATE,2.6,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1026,-2.568,HIGH,HIGH,LOW,2.28,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1027,-2.684,HIGH,HIGH,LOW,2.1,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1028,-4.023,MODERATE,HIGH,LOW,2.07,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1029,-3.643,HIGH,HIGH,MODERATE,2.97,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1030,-2.338,HIGH,HIGH,LOW,1.63,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1031,-2.698,HIGH,LOW,LOW,-0.01,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1032,-2.818,HIGH,HIGH,LOW,2.08,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1033,-3.874,HIGH,MODERATE,MODERATE,2.55,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1034,-4.67,MODERATE,HIGH,HIGH,4.21,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1035,-3.779,HIGH,HIGH,MODERATE,2.72,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1036,-5.174,MODERATE,MODERATE,HIGH,4.29,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1037,-3.345,HIGH,HIGH,MODERATE,2.9,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1038,-2.677,HIGH,HIGH,LOW,1.84,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1039,-5.049,MODERATE,HIGH,HIGH,4.02,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1040,-4.913,MODERATE,MODERATE,MODERATE,3.66,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1041,-5.412,MODERATE,HIGH,HIGH,5.02,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1042,-4.126,MODERATE,HIGH,MODERATE,3.11,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1043,-3.973,HIGH,HIGH,LOW,2.24,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1044,-4.609,MODERATE,HIGH,MODERATE,3.41,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1045,-3.47,HIGH,HIGH,MODERATE,2.55,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1046,-1.819,HIGH,HIGH,LOW,-0.17,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1047,-4.32,MODERATE,HIGH,HIGH,4.06,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1048,-5.269,MODERATE,HIGH,HIGH,5.04,HIGH,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1049,-3.944,HIGH,HIGH,MODERATE,3.55,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1050,-3.737,HIGH,HIGH,MODERATE,2.84,LOW,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1051,-6.419,LOW,MODERATE,HIGH,5.72,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1052,-4.909,MODERATE,MODERATE,MODERATE,3.68,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1053,-0.929,HIGH,HIGH,LOW,0.27,MODERATE,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1054,-5.33,MODERATE,HIGH,HIGH,4.59,MODERATE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1055,0.592,HIGH,LOW,LOW,-4.31,LOW,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1056,-2.939,HIGH,HIGH,LOW,2.46,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1057,-1.97,HIGH,MODERATE,LOW,0.5,HIGH,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1058,-5.023,MODERATE,HIGH,HIGH,5.17,MODERATE,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
REV-DE_NOVO-1059,-3.247,HIGH,MODERATE,LOW,2.12,HIGH,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Physchem proxies (ESOL / TPSA / logP). Not experimental ADME; no renal/hepatic PK measured.
