molecule_id,reactive_alert_matches,n_reactive_alerts,pains_alert_matches,brenk_alert_matches,hERG_basic_amine_lipophilic_flag,ascorbate_redox_profile_note,systemic_toxicity_class,evidence_level,note
REV-DE_NOVO-3192,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3193,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3194,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3195,,0,,Aliphatic_long_chain; Thiocarbonyl_group,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3196,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3197,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3198,,0,,Aliphatic_long_chain; thioester,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3199,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3200,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3201,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3202,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3203,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3204,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3205,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3206,aromatic_nitro; nitro,2,,Oxygen-nitrogen_single_bond; nitro_group,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3207,,0,,Oxygen-nitrogen_single_bond; imine_1,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3208,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3209,,0,,Michael_acceptor_1; conjugated_nitrile_group,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3210,aromatic_nitro; nitro,2,,Oxygen-nitrogen_single_bond; nitro_group,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3211,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3212,,0,,Aliphatic_long_chain,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3213,,0,,triple_bond,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3214,,0,,Aliphatic_long_chain,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3215,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3216,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3217,,0,,Aliphatic_long_chain,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3218,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3219,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3220,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3221,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3222,,0,,imine_1; imine_2,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3223,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3224,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3225,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3226,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3227,,0,,Polycyclic_aromatic_hydrocarbon_3; cumarine,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3228,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3229,phosphonate,1,,phosphor,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3230,aromatic_nitro; nitro,2,,Oxygen-nitrogen_single_bond; nitro_group,False,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3231,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3232,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3233,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3234,aniline; aromatic_amine,2,,aniline,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3235,,0,,acyclic_C=C-O,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3236,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3237,,0,,isolated_alkene; phthalimide,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3238,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3239,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3240,,0,,Aliphatic_long_chain,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3241,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3242,,0,,imine_1; imine_2,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3243,,0,mannich_A(296),,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3244,,0,,Aliphatic_long_chain; imine_1; imine_2,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3245,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3246,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3247,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3248,,0,,isolated_alkene,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3249,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3250,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3251,alkyl_halide,1,,alkyl_halide; triple_bond,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3252,,0,mannich_A(296),,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3253,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3254,,0,,Oxygen-nitrogen_single_bond; imine_1; isolated_alkene,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3255,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3256,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3257,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3258,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3259,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3260,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3261,,0,,Aliphatic_long_chain; Oxygen-nitrogen_single_bond,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3262,,0,,Aliphatic_long_chain; Oxygen-nitrogen_single_bond; imine_1,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3263,aniline; aromatic_amine,2,,aniline,False,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3264,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3265,aniline; aromatic_amine,2,,Oxygen-nitrogen_single_bond; aniline; imine_1,False,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3266,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3267,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3268,,0,,Michael_acceptor_1; conjugated_nitrile_group,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3269,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3270,aromatic_nitro; nitro,2,,Oxygen-nitrogen_single_bond; nitro_group,False,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3271,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3272,,0,,Aliphatic_long_chain,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3273,,0,,cumarine,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3274,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3275,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3276,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3277,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3278,,0,,Aliphatic_long_chain; imine_1,False,False,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3279,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3280,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3281,,0,,Aliphatic_long_chain,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3282,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3283,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3284,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3285,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3286,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3287,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3288,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3289,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3290,,0,,Aliphatic_long_chain,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3291,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3292,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3293,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3294,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3295,,0,,,True,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3296,aniline; aromatic_amine,2,,aniline,False,False,HIGH,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
REV-DE_NOVO-3297,,0,,,False,False,LOW,COMPUTATIONALLY_SUPPORTED_PROXY,Structural-alert screen only (PAINS/BRENK/curated SMARTS + hERG heuristic). Absence of an alert is NOT demonstrated safety; no experimental tox data exist for generated compounds.
